Thresholds,False match rate (%),False non-match rate (%)
0.1,0.4484683281412254,55.03472222222223
0.1368421052631579,0.4484683281412254,55.03472222222223
0.1736842105263158,0.4484683281412254,55.03472222222223
0.2105263157894737,0.4484683281412254,55.03472222222223
0.2473684210526316,0.4484683281412254,55.03472222222223
0.28421052631578947,0.4484683281412254,55.03472222222223
0.32105263157894737,0.4484683281412254,55.03472222222223
0.35789473684210527,0.4484683281412254,55.03472222222223
0.39473684210526316,0.4484683281412254,55.03472222222223
0.43157894736842106,0.4484683281412254,55.03472222222223
0.46842105263157896,0.4484683281412254,55.03472222222223
0.5052631578947369,0.4484683281412254,55.03472222222223
0.5421052631578948,0.4484683281412254,55.03472222222223
0.5789473684210527,0.4484683281412254,55.03472222222223
0.6157894736842106,0.4484683281412254,55.03472222222223
0.6526315789473685,0.4484683281412254,55.03472222222223
0.6894736842105263,0.4484683281412254,55.03472222222223
0.7263157894736842,0.4484683281412254,55.03472222222223
0.7631578947368421,0.4484683281412254,55.03472222222223
0.8,0.4484683281412254,55.03472222222223
